CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting,Number of Sites Reporting Min-Max,Number of Sites Reporting Z-score,Year,Month,Day,Day of Week
41,41,2022-02-25,34,0,4,41-017-0120,2,0.2,-0.18034812328358962,2022,2,25,4
332,332,2022-02-03,42,0,2,06-111-2002,5,0.8,1.5433472711637828,2022,2,3,3
386,386,2022-07-06,39,0,2,06-061-1004,6,1.0000000000000002,2.1179124026462404,2022,7,6,2
65,65,2022-08-07,43,0,2,26-165-9991,1,0.0,-0.7549132547660471,2022,8,7,6
239,242,2022-04-24,20,0,4,41-061-0120,2,0.2,-0.18034812328358962,2022,4,24,6
25,25,2022-04-02,37,0,2,34-001-0006,2,0.2,-0.18034812328358962,2022,4,2,5
168,168,2022-03-04,84,2,2,12-001-3012,1,0.0,-0.7549132547660471,2022,3,4,4
11,11,2022-02-14,29,0,4,42-013-0801,1,0.0,-0.7549132547660471,2022,2,14,0
303,303,2022-06-24,10,0,6,53-025-1002,2,0.2,-0.18034812328358962,2022,6,24,4
103,103,2022-01-21,17,0,4,47-141-0005,1,0.0,-0.7549132547660471,2022,1,21,4
488,488,2022-02-22,40,0,4,51-069-0010,1,0.0,-0.7549132547660471,2022,2,22,1
21,21,2022-06-10,19,0,4,39-009-0003,1,0.0,-0.7549132547660471,2022,6,10,4
391,396,2022-03-17,43,0,2,49-035-3006,6,1.0000000000000002,2.1179124026462404,2022,3,17,3
165,165,2022-03-16,70,2,4,18-183-0003,2,0.2,-0.18034812328358962,2022,3,16,2
107,107,2022-01-22,59,2,4,41-003-0013,1,0.0,-0.7549132547660471,2022,1,22,5
493,493,2022-09-29,19,0,6,39-155-0014,2,0.2,-0.18034812328358962,2022,9,29,3
277,277,2022-05-08,70,2,4,48-203-0002,1,0.0,-0.7549132547660471,2022,5,8,6
453,453,2022-08-30,34,0,2,28-081-0005,1,0.0,-0.7549132547660471,2022,8,30,1
103,103,2022-05-03,31,0,4,47-141-0005,1,0.0,-0.7549132547660471,2022,5,3,1
194,194,2022-05-15,45,0,2,09-003-1003,4,0.6000000000000001,0.9687821396813253,2022,5,15,6
159,159,2022-06-28,42,0,2,45-031-0003,2,0.2,-0.18034812328358962,2022,6,28,1
18,18,2022-03-08,29,0,2,05-019-9991,1,0.0,-0.7549132547660471,2022,3,8,1
65,65,2022-05-04,40,0,2,26-113-0001,2,0.2,-0.18034812328358962,2022,5,4,2
493,493,2022-06-25,97,2,2,42-085-0100,6,1.0000000000000002,2.1179124026462404,2022,6,25,5
37,37,2022-05-23,44,0,4,48-245-0021,6,1.0000000000000002,2.1179124026462404,2022,5,23,0
129,129,2022-03-17,46,0,6,08-067-1004,3,0.4000000000000001,0.39421700819886785,2022,3,17,3
428,433,2022-03-05,80,2,2,39-023-0003,3,0.4000000000000001,0.39421700819886785,2022,3,5,5
17,17,2022-09-01,32,0,2,40-085-0300,1,0.0,-0.7549132547660471,2022,9,1,3
42,42,2022-06-04,47,0,2,50-003-0004,1,0.0,-0.7549132547660471,2022,6,4,5
391,396,2022-02-14,45,0,3,49-035-3015,6,1.0000000000000002,2.1179124026462404,2022,2,14,0
171,171,2022-05-17,51,2,6,42-001-9991,2,0.2,-0.18034812328358962,2022,5,17,1
244,244,2022-04-11,38,0,6,12-023-0002,1,0.0,-0.7549132547660471,2022,4,11,0
333,333,2022-01-11,37,0,4,21-145-1024,1,0.0,-0.7549132547660471,2022,1,11,1
256,256,2022-06-15,20,0,4,53-003-0004,3,0.4000000000000001,0.39421700819886785,2022,6,15,2
200,200,2022-06-23,38,0,4,35-025-0008,1,0.0,-0.7549132547660471,2022,6,23,3
456,456,2022-05-10,35,0,2,48-423-0007,1,0.0,-0.7549132547660471,2022,5,10,1
282,282,2022-03-13,18,0,4,41-029-2129,4,0.6000000000000001,0.9687821396813253,2022,3,13,6
349,349,2022-06-20,44,0,4,40-071-0604,1,0.0,-0.7549132547660471,2022,6,20,0
247,247,2022-08-26,67,2,4,42-071-0012,2,0.2,-0.18034812328358962,2022,8,26,4
47,47,2022-05-07,37,0,2,38-065-0002,2,0.2,-0.18034812328358962,2022,5,7,5
367,367,2022-08-18,30,0,4,42-011-0011,1,0.0,-0.7549132547660471,2022,8,18,3
321,321,2022-05-05,37,0,2,09-011-0124,1,0.0,-0.7549132547660471,2022,5,5,3
474,473,2022-06-23,42,0,2,11-001-0043,6,1.0000000000000002,2.1179124026462404,2022,6,23,3
342,342,2022-10-21,21,0,1,42-045-0002,1,0.0,-0.7549132547660471,2022,10,21,4
471,471,2022-04-05,40,0,2,53-013-9991,4,0.6000000000000001,0.9687821396813253,2022,4,5,1
189,189,2022-02-07,30,0,4,22-105-0001,1,0.0,-0.7549132547660471,2022,2,7,0
3,3,2022-02-25,28,0,4,26-091-0007,1,0.0,-0.7549132547660471,2022,2,25,4
298,298,2022-02-27,30,0,4,01-101-1002,1,0.0,-0.7549132547660471,2022,2,27,6
80,80,2022-07-22,119,4,2,37-119-0046,6,1.0000000000000002,2.1179124026462404,2022,7,22,4
303,303,2022-01-09,18,0,4,53-025-1002,2,0.2,-0.18034812328358962,2022,1,9,6
323,323,2022-01-20,13,0,4,48-135-1014,1,0.0,-0.7549132547660471,2022,1,20,3
222,222,2022-04-03,45,0,2,29-097-0004,2,0.2,-0.18034812328358962,2022,4,3,6
426,431,2022-05-17,38,0,2,25-015-4002,3,0.4000000000000001,0.39421700819886785,2022,5,17,1
351,351,2022-06-26,40,0,2,53-009-0013,3,0.4000000000000001,0.39421700819886785,2022,6,26,6
404,409,2022-05-17,31,0,2,42-015-0011,1,0.0,-0.7549132547660471,2022,5,17,1
409,414,2022-05-21,28,0,2,12-055-0003,1,0.0,-0.7549132547660471,2022,5,21,5
257,257,2022-09-15,25,0,2,23-001-0014,2,0.2,-0.18034812328358962,2022,9,15,3
144,144,2022-01-21,38,0,2,35-039-0026,1,0.0,-0.7549132547660471,2022,1,21,4
488,488,2022-05-20,40,0,4,51-069-0010,1,0.0,-0.7549132547660471,2022,5,20,4
3,3,2022-03-02,51,2,4,26-091-0007,1,0.0,-0.7549132547660471,2022,3,2,2
346,346,2022-05-24,33,0,2,25-003-0008,2,0.2,-0.18034812328358962,2022,5,24,1
331,331,2022-09-29,30,0,6,37-077-0001,1,0.0,-0.7549132547660471,2022,9,29,3
102,102,2022-03-16,44,0,2,33-013-1007,1,0.0,-0.7549132547660471,2022,3,16,2
199,199,2022-02-22,41,0,4,15-001-1012,6,1.0000000000000002,2.1179124026462404,2022,2,22,1
271,271,2022-02-02,89,2,4,06-039-2010,2,0.2,-0.18034812328358962,2022,2,2,2
282,282,2022-05-29,32,0,2,41-029-0201,4,0.6000000000000001,0.9687821396813253,2022,5,29,6
174,174,2022-07-09,15,0,4,31-079-0005,1,0.0,-0.7549132547660471,2022,7,9,5
38,38,2022-09-25,,0,6,55-027-0001,1,0.0,-0.7549132547660471,2022,9,25,6
206,206,2022-01-31,61,2,4,21-019-0017,2,0.2,-0.18034812328358962,2022,1,31,0
380,379,2022-08-23,37,0,2,17-201-2001,2,0.2,-0.18034812328358962,2022,8,23,1
70,71,2022-03-15,40,0,2,32-510-0020,1,0.0,-0.7549132547660471,2022,3,15,1
25,25,2022-01-15,30,0,2,34-001-0006,1,0.0,-0.7549132547660471,2022,1,15,5
49,49,2022-09-05,47,0,4,17-113-2003,1,0.0,-0.7549132547660471,2022,9,5,0
57,57,2022-01-10,28,0,4,53-035-0007,1,0.0,-0.7549132547660471,2022,1,10,0
226,226,2022-02-15,33,0,4,30-029-0049,4,0.6000000000000001,0.9687821396813253,2022,2,15,1
473,474,2022-01-20,30,0,2,39-047-9991,1,0.0,-0.7549132547660471,2022,1,20,3
236,236,2022-01-09,50,0,4,47-093-1017,6,1.0000000000000002,2.1179124026462404,2022,1,9,6
345,345,2022-06-04,63,2,4,42-003-0064,6,1.0000000000000002,2.1179124026462404,2022,6,4,5
196,196,2022-05-08,41,0,2,30-049-0004,2,0.2,-0.18034812328358962,2022,5,8,6
380,379,2022-08-17,38,0,2,17-201-2001,2,0.2,-0.18034812328358962,2022,8,17,2
407,412,2022-05-23,35,0,2,53-053-0012,6,1.0000000000000002,2.1179124026462404,2022,5,23,0
46,46,2022-05-20,367,1,3,06-027-0002,6,1.0000000000000002,2.1179124026462404,2022,5,20,4
58,58,2022-01-21,26,0,4,09-001-1123,3,0.4000000000000001,0.39421700819886785,2022,1,21,4
122,122,2022-01-05,62,2,4,26-163-0015,6,1.0000000000000002,2.1179124026462404,2022,1,5,2
395,401,2022-08-07,38,0,2,06-085-2006,5,0.8,1.5433472711637828,2022,8,7,6
6,6,2022-02-07,35,0,4,41-043-2002,3,0.4000000000000001,0.39421700819886785,2022,2,7,0
450,450,2022-07-12,80,2,2,06-057-0005,2,0.2,-0.18034812328358962,2022,7,12,1
274,274,2022-04-19,36,0,2,55-071-0007,1,0.0,-0.7549132547660471,2022,4,19,1
298,298,2022-04-30,39,0,2,01-101-1002,2,0.2,-0.18034812328358962,2022,4,30,5
326,326,2022-06-29,26,0,2,53-067-0013,1,0.0,-0.7549132547660471,2022,6,29,2
336,336,2022-01-17,38,0,2,12-009-4001,2,0.2,-0.18034812328358962,2022,1,17,0
262,262,2022-05-07,47,0,2,49-005-0007,2,0.2,-0.18034812328358962,2022,5,7,5
454,454,2022-06-22,61,2,4,01-125-0004,2,0.2,-0.18034812328358962,2022,6,22,2
84,84,2022-04-25,31,0,2,55-059-0019,6,1.0000000000000002,2.1179124026462404,2022,4,25,0
319,319,2022-02-23,34,0,3,04-023-0004,1,0.0,-0.7549132547660471,2022,2,23,2
164,164,2022-06-18,59,2,4,40-135-9021,1,0.0,-0.7549132547660471,2022,6,18,5
32,32,2022-08-01,29,0,2,55-111-0007,1,0.0,-0.7549132547660471,2022,8,1,0
411,416,2022-04-02,31,0,2,55-117-0009,2,0.2,-0.18034812328358962,2022,4,2,5
171,171,2022-10-20,3,0,6,42-001-0001,1,0.0,-0.7549132547660471,2022,10,20,3
98,98,2022-09-12,29,0,4,45-063-0008,1,0.0,-0.7549132547660471,2022,9,12,0
62,62,2022-01-06,48,0,4,36-029-0005,4,0.6000000000000001,0.9687821396813253,2022,1,6,3
49,49,2022-01-05,47,0,4,17-113-2003,1,0.0,-0.7549132547660471,2022,1,5,2
199,199,2022-05-20,58,2,4,15-001-0005,6,1.0000000000000002,2.1179124026462404,2022,5,20,4
91,91,2022-05-10,,2,4,28-011-0002,1,0.0,-0.7549132547660471,2022,5,10,1
257,257,2022-04-06,44,0,2,23-001-0014,2,0.2,-0.18034812328358962,2022,4,6,2
70,71,2022-01-12,47,0,6,32-510-0020,1,0.0,-0.7549132547660471,2022,1,12,2
10,10,2022-07-06,40,0,4,34-041-0007,3,0.4000000000000001,0.39421700819886785,2022,7,6,2
24,24,2022-08-21,28,0,4,13-089-0002,6,1.0000000000000002,2.1179124026462404,2022,8,21,6
17,17,2022-06-02,31,0,2,40-085-0300,2,0.2,-0.18034812328358962,2022,6,2,3
262,262,2022-07-25,64,2,2,49-005-0007,1,0.0,-0.7549132547660471,2022,7,25,0
194,194,2022-01-18,35,0,6,09-003-1003,2,0.2,-0.18034812328358962,2022,1,18,1
155,155,2022-06-21,49,0,2,05-143-0005,2,0.2,-0.18034812328358962,2022,6,21,1
117,117,2022-07-04,48,0,2,17-115-0013,1,0.0,-0.7549132547660471,2022,7,4,0
290,290,2022-09-18,47,0,6,55-079-0068,6,1.0000000000000002,2.1179124026462404,2022,9,18,6
69,70,2022-04-27,71,2,2,35-015-1005,2,0.2,-0.18034812328358962,2022,4,27,2
343,343,2022-02-18,61,2,3,04-013-4009,6,1.0000000000000002,2.1179124026462404,2022,2,18,4
5,5,2022-08-29,21,0,4,13-095-0007,1,0.0,-0.7549132547660471,2022,8,29,0
207,207,2022-03-18,,0,2,01-089-0022,5,0.8,1.5433472711637828,2022,3,18,4
380,379,2022-01-22,33,0,6,17-201-0118,1,0.0,-0.7549132547660471,2022,1,22,5
452,452,2022-09-27,71,2,2,40-113-0226,5,0.8,1.5433472711637828,2022,9,27,1
336,336,2022-02-17,40,0,4,12-009-0007,2,0.2,-0.18034812328358962,2022,2,17,3
263,263,2022-08-03,29,0,2,48-183-0001,1,0.0,-0.7549132547660471,2022,8,3,2
164,164,2022-04-29,31,0,4,40-135-9021,1,0.0,-0.7549132547660471,2022,4,29,4
3,3,2022-02-07,54,2,4,26-091-0007,1,0.0,-0.7549132547660471,2022,2,7,0
138,142,2022-05-06,74,2,6,48-141-0058,6,1.0000000000000002,2.1179124026462404,2022,5,6,4
449,449,2022-05-12,33,0,2,34-021-0005,3,0.4000000000000001,0.39421700819886785,2022,5,12,3
43,43,2022-05-24,29,0,6,33-007-4002,1,0.0,-0.7549132547660471,2022,5,24,1
87,87,2022-05-09,61,2,2,33-009-0010,2,0.2,-0.18034812328358962,2022,5,9,0
304,304,2022-09-28,29,0,2,17-065-0002,1,0.0,-0.7549132547660471,2022,9,28,2
62,62,2022-03-04,41,0,2,36-063-1006,5,0.8,1.5433472711637828,2022,3,4,4
102,102,2022-05-01,43,0,2,33-013-1007,1,0.0,-0.7549132547660471,2022,5,1,6
400,405,2022-01-19,39,0,2,35-049-0021,1,0.0,-0.7549132547660471,2022,1,19,2
494,494,2022-04-13,44,0,2,06-101-0004,2,0.2,-0.18034812328358962,2022,4,13,2
130,130,2022-06-22,93,2,2,37-063-0015,2,0.2,-0.18034812328358962,2022,6,22,2
312,312,2022-04-10,58,2,2,47-189-0103,6,1.0000000000000002,2.1179124026462404,2022,4,10,6
386,386,2022-08-08,50,0,2,06-061-0003,5,0.8,1.5433472711637828,2022,8,8,0
52,52,2022-02-24,38,0,4,25-023-0005,6,1.0000000000000002,2.1179124026462404,2022,2,24,3
173,173,2022-06-03,,0,2,08-045-0012,1,0.0,-0.7549132547660471,2022,6,3,4
420,425,2022-04-04,37,0,2,42-111-9991,1,0.0,-0.7549132547660471,2022,4,4,0
247,247,2022-01-29,33,0,4,42-071-0012,2,0.2,-0.18034812328358962,2022,1,29,5
108,108,2022-02-03,38,0,4,06-015-0007,1,0.0,-0.7549132547660471,2022,2,3,3
68,69,2022-03-11,52,2,4,12-071-0005,2,0.2,-0.18034812328358962,2022,3,11,4
289,289,2022-01-10,20,0,4,21-013-0002,1,0.0,-0.7549132547660471,2022,1,10,0
160,160,2022-08-23,33,0,6,55-039-0006,1,0.0,-0.7549132547660471,2022,8,23,1
383,383,2022-07-22,37,0,4,13-115-0003,1,0.0,-0.7549132547660471,2022,7,22,4
30,30,2022-08-12,37,0,2,24-025-9001,5,0.8,1.5433472711637828,2022,8,12,4
357,357,2022-08-13,46,0,2,49-007-1003,1,0.0,-0.7549132547660471,2022,8,13,5
98,98,2022-07-13,31,0,2,45-079-1001,4,0.6000000000000001,0.9687821396813253,2022,7,13,2
190,190,2022-05-01,50,0,2,06-031-0500,3,0.4000000000000001,0.39421700819886785,2022,5,1,6
460,460,2022-08-15,71,2,2,06-095-3003,4,0.6000000000000001,0.9687821396813253,2022,8,15,0
159,159,2022-04-18,35,0,2,45-031-0003,2,0.2,-0.18034812328358962,2022,4,18,0
272,272,2022-05-28,43,0,2,55-021-0015,3,0.4000000000000001,0.39421700819886785,2022,5,28,5
43,43,2022-05-05,46,0,2,33-007-4002,1,0.0,-0.7549132547660471,2022,5,5,3
357,357,2022-01-21,38,0,2,49-007-1003,1,0.0,-0.7549132547660471,2022,1,21,4
451,451,2022-08-01,45,0,3,04-019-0001,2,0.2,-0.18034812328358962,2022,8,1,0
274,274,2022-05-04,36,0,2,55-071-0007,1,0.0,-0.7549132547660471,2022,5,4,2
258,258,2022-07-22,25,0,3,21-067-0012,1,0.0,-0.7549132547660471,2022,7,22,4
182,182,2022-03-04,41,0,2,37-081-0013,1,0.0,-0.7549132547660471,2022,3,4,4
47,47,2022-03-14,37,0,4,38-015-0003,2,0.2,-0.18034812328358962,2022,3,14,0
93,93,2022-08-01,32,0,2,19-045-0021,2,0.2,-0.18034812328358962,2022,8,1,0
477,477,2022-07-28,31,0,2,55-055-0009,1,0.0,-0.7549132547660471,2022,7,28,3
368,368,2022-05-11,39,0,2,06-103-0007,1,0.0,-0.7549132547660471,2022,5,11,2
375,376,2022-06-01,58,2,4,37-131-0003,1,0.0,-0.7549132547660471,2022,6,1,2
93,93,2022-07-14,43,0,2,19-045-0021,2,0.2,-0.18034812328358962,2022,7,14,3
143,143,2022-10-12,19,0,3,42-049-0003,1,0.0,-0.7549132547660471,2022,10,12,2
149,149,2022-08-12,19,0,2,02-090-0034,1,0.0,-0.7549132547660471,2022,8,12,4
287,287,2022-05-28,37,0,4,12-011-0035,6,1.0000000000000002,2.1179124026462404,2022,5,28,5
342,342,2022-06-24,58,2,2,42-101-0024,6,1.0000000000000002,2.1179124026462404,2022,6,24,4
251,251,2022-03-23,46,0,2,35-013-0022,6,1.0000000000000002,2.1179124026462404,2022,3,23,2
492,492,2022-08-03,40,0,4,42-133-0008,1,0.0,-0.7549132547660471,2022,8,3,2
193,193,2022-06-08,36,0,2,51-165-0003,1,0.0,-0.7549132547660471,2022,6,8,2
422,427,2022-04-20,40,0,2,18-141-0015,4,0.6000000000000001,0.9687821396813253,2022,4,20,2
36,36,2022-01-17,2,0,6,31-067-0005,1,0.0,-0.7549132547660471,2022,1,17,0
212,212,2022-02-05,,0,6,36-109-9991,1,0.0,-0.7549132547660471,2022,2,5,5
296,296,2022-09-14,46,0,2,22-073-0004,1,0.0,-0.7549132547660471,2022,9,14,2
62,62,2022-09-29,26,0,2,36-029-0002,5,0.8,1.5433472711637828,2022,9,29,3
226,226,2022-05-26,,0,2,30-029-8001,4,0.6000000000000001,0.9687821396813253,2022,5,26,3
391,396,2022-05-11,51,2,2,49-035-3006,6,1.0000000000000002,2.1179124026462404,2022,5,11,2
481,481,2022-05-28,12,0,4,53-007-0011,3,0.4000000000000001,0.39421700819886785,2022,5,28,5
113,113,2022-04-25,31,0,2,01-003-0010,1,0.0,-0.7549132547660471,2022,4,25,0
362,362,2022-01-31,13,0,4,53-075-0006,3,0.4000000000000001,0.39421700819886785,2022,1,31,0
485,485,2022-04-24,50,0,2,42-081-0100,2,0.2,-0.18034812328358962,2022,4,24,6
265,265,2022-01-31,77,2,4,06-037-4010,6,1.0000000000000002,2.1179124026462404,2022,1,31,0
367,367,2022-07-25,34,0,4,42-011-0011,1,0.0,-0.7549132547660471,2022,7,25,0
267,267,2022-01-04,8,0,4,48-303-1028,1,0.0,-0.7549132547660471,2022,1,4,1
199,199,2022-02-07,23,0,4,15-001-1012,6,1.0000000000000002,2.1179124026462404,2022,2,7,0
207,207,2022-06-12,55,2,4,01-089-0014,2,0.2,-0.18034812328358962,2022,6,12,6
317,317,2022-02-12,44,0,4,36-103-0009,6,1.0000000000000002,2.1179124026462404,2022,2,12,5
224,224,2022-05-26,12,0,4,15-009-0025,1,0.0,-0.7549132547660471,2022,5,26,3
119,119,2022-03-12,8,0,3,35-029-0003,1,0.0,-0.7549132547660471,2022,3,12,5
213,213,2022-09-11,32,0,2,28-049-0020,2,0.2,-0.18034812328358962,2022,9,11,6
170,170,2022-04-10,25,0,4,32-005-0007,1,0.0,-0.7549132547660471,2022,4,10,6
483,483,2022-05-24,39,0,6,55-127-0006,1,0.0,-0.7549132547660471,2022,5,24,1
80,80,2022-01-16,31,0,2,37-159-0021,5,0.8,1.5433472711637828,2022,1,16,6
72,67,2022-01-11,12,0,3,08-043-0003,1,0.0,-0.7549132547660471,2022,1,11,1
142,141,2022-02-13,51,2,4,53-037-0002,1,0.0,-0.7549132547660471,2022,2,13,6
375,376,2022-04-21,28,0,6,37-131-0003,1,0.0,-0.7549132547660471,2022,4,21,3
196,196,2022-06-26,44,0,2,30-049-0004,2,0.2,-0.18034812328358962,2022,6,26,6
269,269,2022-03-03,18,0,4,51-680-0015,1,0.0,-0.7549132547660471,2022,3,3,3
77,77,2022-05-02,40,0,2,17-019-0007,3,0.4000000000000001,0.39421700819886785,2022,5,2,0
176,176,2022-03-26,30,0,2,26-139-0005,3,0.4000000000000001,0.39421700819886785,2022,3,26,5
489,489,2022-05-03,56,2,4,37-057-0002,4,0.6000000000000001,0.9687821396813253,2022,5,3,1
121,121,2022-01-15,27,0,1,19-153-0030,1,0.0,-0.7549132547660471,2022,1,15,5
159,159,2022-07-25,31,0,2,45-031-0003,2,0.2,-0.18034812328358962,2022,7,25,0
243,243,2022-06-13,100,2,4,22-019-0009,3,0.4000000000000001,0.39421700819886785,2022,6,13,0
395,401,2022-03-15,36,0,2,06-085-0002,6,1.0000000000000002,2.1179124026462404,2022,3,15,1
324,324,2022-09-11,112,4,2,49-057-1003,2,0.2,-0.18034812328358962,2022,9,11,6
421,426,2022-03-22,37,0,2,06-109-0005,1,0.0,-0.7549132547660471,2022,3,22,1
106,106,2022-05-28,100,2,2,48-349-1051,1,0.0,-0.7549132547660471,2022,5,28,5
202,202,2022-01-16,34,0,4,12-017-0006,1,0.0,-0.7549132547660471,2022,1,16,6
474,473,2022-08-12,38,0,2,24-033-8003,6,1.0000000000000002,2.1179124026462404,2022,8,12,4
370,369,2022-01-29,44,0,2,06-089-3003,2,0.2,-0.18034812328358962,2022,1,29,5
58,58,2022-03-19,52,2,4,09-001-0010,5,0.8,1.5433472711637828,2022,3,19,5
404,409,2022-02-02,58,2,4,42-015-0011,1,0.0,-0.7549132547660471,2022,2,2,2
53,53,2022-01-17,50,0,4,08-013-0003,3,0.4000000000000001,0.39421700819886785,2022,1,17,0
469,469,2022-07-21,42,0,2,18-169-9991,1,0.0,-0.7549132547660471,2022,7,21,3
261,261,2022-07-12,60,2,4,05-119-0007,1,0.0,-0.7549132547660471,2022,7,12,1
21,21,2022-09-14,13,0,4,39-009-0003,1,0.0,-0.7549132547660471,2022,9,14,2
330,330,2022-01-24,40,0,4,21-059-0005,1,0.0,-0.7549132547660471,2022,1,24,0
290,290,2022-01-18,48,0,4,55-079-0056,4,0.6000000000000001,0.9687821396813253,2022,1,18,1
155,155,2022-02-05,42,0,2,05-143-0006,2,0.2,-0.18034812328358962,2022,2,5,5
17,17,2022-05-27,51,2,2,40-085-0300,2,0.2,-0.18034812328358962,2022,5,27,4
106,106,2022-07-24,35,0,2,48-349-1051,1,0.0,-0.7549132547660471,2022,7,24,6
48,48,2022-04-16,48,0,2,51-071-9992,1,0.0,-0.7549132547660471,2022,4,16,5
281,281,2022-07-22,52,2,4,48-215-1046,2,0.2,-0.18034812328358962,2022,7,22,4
269,269,2022-08-30,28,0,4,51-680-0015,1,0.0,-0.7549132547660471,2022,8,30,1
333,333,2022-06-27,45,0,2,21-139-0003,2,0.2,-0.18034812328358962,2022,6,27,0
205,205,2022-05-15,50,0,2,48-201-1017,6,1.0000000000000002,2.1179124026462404,2022,5,15,6
85,85,2022-05-26,47,0,2,06-007-0007,4,0.6000000000000001,0.9687821396813253,2022,5,26,3
377,377,2022-03-30,18,0,4,27-109-5008,1,0.0,-0.7549132547660471,2022,3,30,2
492,492,2022-04-08,44,0,2,42-133-0011,2,0.2,-0.18034812328358962,2022,4,8,4
195,195,2022-06-22,57,2,4,28-035-0004,1,0.0,-0.7549132547660471,2022,6,22,2
350,350,2022-04-16,28,0,3,72-113-0004,1,0.0,-0.7549132547660471,2022,4,16,5
481,481,2022-02-14,38,0,4,53-007-0010,3,0.4000000000000001,0.39421700819886785,2022,2,14,0
393,398,2022-09-21,19,0,4,06-073-0077,1,0.0,-0.7549132547660471,2022,9,21,2
78,78,2022-06-26,36,0,2,54-039-0020,1,0.0,-0.7549132547660471,2022,6,26,6
470,470,2022-07-30,52,2,4,48-309-1037,1,0.0,-0.7549132547660471,2022,7,30,5
428,433,2022-06-23,48,0,2,39-023-0001,3,0.4000000000000001,0.39421700819886785,2022,6,23,3
74,74,2022-02-04,48,0,4,19-113-0040,1,0.0,-0.7549132547660471,2022,2,4,4
356,356,2022-05-28,42,0,2,04-025-8034,1,0.0,-0.7549132547660471,2022,5,28,5
447,447,2022-03-03,41,0,2,09-005-0005,1,0.0,-0.7549132547660471,2022,3,3,3
89,89,2022-06-28,50,0,2,21-047-0006,2,0.2,-0.18034812328358962,2022,6,28,1
68,69,2022-05-01,39,0,2,12-071-2002,2,0.2,-0.18034812328358962,2022,5,1,6
58,58,2022-05-18,47,0,2,09-001-9003,5,0.8,1.5433472711637828,2022,5,18,2
280,280,2022-04-27,46,0,2,40-121-0415,1,0.0,-0.7549132547660471,2022,4,27,2
299,299,2022-04-20,41,0,2,37-031-9991,1,0.0,-0.7549132547660471,2022,4,20,2
368,368,2022-04-20,43,0,2,06-103-0004,2,0.2,-0.18034812328358962,2022,4,20,2
327,327,2022-06-29,71,2,6,31-055-0019,6,1.0000000000000002,2.1179124026462404,2022,6,29,2
120,120,2022-06-04,74,2,2,08-059-0006,6,1.0000000000000002,2.1179124026462404,2022,6,4,5
260,260,2022-05-17,42,0,2,31-109-0016,2,0.2,-0.18034812328358962,2022,5,17,1
95,95,2022-03-20,20,0,4,48-041-1086,1,0.0,-0.7549132547660471,2022,3,20,6
205,205,2022-07-15,44,0,2,48-339-0078,6,1.0000000000000002,2.1179124026462404,2022,7,15,4
459,459,2022-06-18,54,2,4,13-185-0003,1,0.0,-0.7549132547660471,2022,6,18,5
267,267,2022-07-14,52,2,4,48-303-1028,1,0.0,-0.7549132547660471,2022,7,14,3
259,259,2022-03-05,77,2,2,39-003-0009,1,0.0,-0.7549132547660471,2022,3,5,5
372,372,2022-03-03,42,0,1,51-760-0025,6,1.0000000000000002,2.1179124026462404,2022,3,3,3
10,10,2022-09-28,18,0,1,42-095-0025,3,0.4000000000000001,0.39421700819886785,2022,9,28,2
12,12,2022-04-06,47,0,2,48-381-9991,2,0.2,-0.18034812328358962,2022,4,6,2
182,182,2022-09-16,44,0,6,37-081-0013,2,0.2,-0.18034812328358962,2022,9,16,4
485,485,2022-05-22,38,0,2,42-081-0100,2,0.2,-0.18034812328358962,2022,5,22,6
325,325,2022-07-17,74,2,2,40-087-1074,6,1.0000000000000002,2.1179124026462404,2022,7,17,6
119,119,2022-04-10,62,2,3,35-029-0003,1,0.0,-0.7549132547660471,2022,4,10,6
94,94,2022-06-25,5,0,4,16-055-0015,1,0.0,-0.7549132547660471,2022,6,25,5
312,312,2022-03-15,57,2,6,47-037-0023,6,1.0000000000000002,2.1179124026462404,2022,3,15,1
197,197,2022-02-16,13,0,4,41-059-1003,2,0.2,-0.18034812328358962,2022,2,16,2
64,64,2022-08-27,19,0,4,30-093-0005,1,0.0,-0.7549132547660471,2022,8,27,5
157,157,2022-08-22,46,0,2,04-005-1008,1,0.0,-0.7549132547660471,2022,8,22,0
152,152,2022-04-22,,0,2,38-017-1004,1,0.0,-0.7549132547660471,2022,4,22,4
199,199,2022-04-22,33,0,4,15-001-1012,6,1.0000000000000002,2.1179124026462404,2022,4,22,4
332,332,2022-06-22,77,2,2,06-111-1004,5,0.8,1.5433472711637828,2022,6,22,2
144,144,2022-06-30,,0,2,35-039-0026,1,0.0,-0.7549132547660471,2022,6,30,3
116,116,2022-06-07,43,0,4,01-103-0011,1,0.0,-0.7549132547660471,2022,6,7,1
373,373,2022-05-20,187,3,3,06-065-1999,6,1.0000000000000002,2.1179124026462404,2022,5,20,4
212,212,2022-05-21,44,0,2,36-109-9991,1,0.0,-0.7549132547660471,2022,5,21,5
61,61,2022-07-14,24,0,2,13-127-0006,1,0.0,-0.7549132547660471,2022,7,14,3
15,15,2022-05-06,42,0,2,26-161-9991,2,0.2,-0.18034812328358962,2022,5,6,4
146,146,2022-04-22,25,0,2,06-023-1004,1,0.0,-0.7549132547660471,2022,4,22,4
217,217,2022-06-27,38,0,2,36-013-0006,1,0.0,-0.7549132547660471,2022,6,27,0
